0,14,32
25,14,33
194,14,34
218,14,35
147,14,36
132,14,37
158,14,38
224,14,39
174,14,40
211,14,41
62,14,42
57,14,43
0,14,44
2,14,45
58,14,46
67,14,47
214,14,48
0,14,49
1,14,50
0,14,51
208,14,52
0,14,53
4,14,54
61,14,55
8,14,56
0,14,57
225,14,58
164,14,59
46,14,60
217,15,1
18,15,2
236,15,3
213,15,4
0,15,5
59,15,6
158,15,7
19,15,8
192,15,9
118,15,10
183,15,11
177,15,12
0,15,13
10,15,14
225,15,15
0,15,16
177,15,17
240,15,18
144,15,19
0,15,20
6,15,21
41,15,22
110,15,23
46,15,24
24,15,25
59,15,26
0,15,27
41,15,28
0,15,29
134,15,30
214,15,31
137,15,32
151,15,33
0,15,34
121,15,35
5,15,36
35,15,37
0,15,38
19,15,39
0,15,40
17,15,41
172,15,42
0,15,43
72,15,44
248,15,45
168,15,46
213,15,47
57,15,48
106,15,49
9,15,50
185,15,51
10,15,52
31,15,53
0,15,54
90,15,55
164,15,56
186,15,57
164,15,58
130,15,59
166,15,60
0,16,1
179,16,2
183,16,3
160,16,4
0,16,5
156,16,6
137,16,7
230,16,8
0,16,9
209,16,10
51,16,11
110,16,12
90,16,13
160,16,14
183,16,15
74,16,16
127,16,17
161,16,18
134,16,19
173,16,20
0,16,21
0,16,22
134,16,23
0,16,24
100,16,25
113,16,26
0,16,27
91,16,28
223,16,29
157,16,30
96,16,31
184,16,32
57,16,33
97,16,34
46,16,35
117,16,36
64,16,37
212,16,38
189,16,39
122,16,40
74,16,41
234,16,42
87,16,43
45,16,44
18,16,45
85,16,46
109,16,47
0,16,48
0,16,49
242,16,50
62,16,51
178,16,52
209,16,53
213,16,54
150,16,55
223,16,56
224,16,57
229,16,58
141,16,59
116,16,60
111,17,1
37,17,2
28,17,3
0,17,4
69,17,5
71,17,6
82,17,7
56,17,8
244,17,9
161,17,10
205,17,11
186,17,12
40,17,13
16,17,14
8,17,15
168,17,16
225,17,17
236,17,18
133,17,19
0,17,20
144,17,21
6,17,22
94,17,23
0,17,24
116,17,25
0,17,26
118,17,27
0,17,28
100,17,29
0,17,30
203,17,31
76,17,32
34,17,33
139,17,34
0,17,35
130,17,36
244,17,37
157,17,38
50,17,39
61,17,40
91,17,41
59,17,42
58,17,43
136,17,44
135,17,45
82,17,46
0,17,47
0,17,48
133,17,49
236,17,50
194,17,51
192,17,52
5,17,53
0,17,54
36,17,55
13,17,56
58,17,57
21,17,58
70,17,59
116,17,60
60,18,1
20,18,2
92,18,3
22,18,4
14,18,5
237,18,6
104,18,7
139,18,8
88,18,9
231,18,10
0,18,11
0,18,12
0,18,13
248,18,14
195,18,15
90,18,16
243,18,17
0,18,18
182,18,19
0,18,20
158,18,21
161,18,22
136,18,23
66,18,24
0,18,25
184,18,26
166,18,27
84,18,28
71,18,29
116,18,30
0,18,31
121,18,32
221,18,33
0,18,34
31,18,35
169,18,36
3,18,37
215,18,38
176,18,39
226,18,40
221,18,41
131,18,42
81,18,43
0,18,44
0,18,45
0,18,46
0,18,47
0,18,48
238,18,49
196,18,50
104,18,51
1,18,52
74,18,53
11,18,54
0,18,55
0,18,56
209,18,57
95,18,58
238,18,59
99,18,60
22,19,1
233,19,2
33,19,3
118,19,4
59,19,5
228,19,6
15,19,7
176,19,8
103,19,9
97,19,10
6,19,11
170,19,12
0,19,13
0,19,14
32,19,15
233,19,16
201,19,17
111,19,18
21,19,19
163,19,20
0,19,21
185,19,22
115,19,23
219,19,24
25,19,25
1,19,26
190,19,27
92,19,28
83,19,29
0,19,30
0,19,31
125,19,32
170,19,33
0,19,34
155,19,35
81,19,36
173,19,37
0,19,38
54,19,39
0,19,40
0,19,41
12,19,42
84,19,43
118,19,44
0,19,45
0,19,46
0,19,47
188,19,48
0,19,49
82,19,50
100,19,51
0,19,52
240,19,53
137,19,54
122,19,55
0,19,56
120,19,57
22,19,58
120,19,59
0,19,60
146,20,1
56,20,2
12,20,3
215,20,4
35,20,5
143,20,6
56,20,7
0,20,8
0,20,9
0,20,10
25,20,11
116,20,12
130,20,13
248,20,14
44,20,15
37,20,16
22,20,17
128,20,18
15,20,19
0,20,20
100,20,21
208,20,22
72,20,23
0,20,24
34,20,25
40,20,26
182,20,27
113,20,28
0,20,29
9,20,30
30,20,31
125,20,32
134,20,33
55,20,34
217,20,35
162,20,36
0,20,37
96,20,38
42,20,39
190,20,40
83,20,41
157,20,42
0,20,43
110,20,44
65,20,45
61,20,46
223,20,47
221,20,48
87,20,49
210,20,50
92,20,51
162,20,52
89,20,53
0,20,54
128,20,55
216,20,56
148,20,57
195,20,58
0,20,59
176,20,60
82,21,1
0,21,2
51,21,3
34,21,4
98,21,5
173,21,6
0,21,7
225,21,8
199,21,9
183,21,10
72,21,11
235,21,12
0,21,13
81,21,14
0,21,15
92,21,16
192,21,17
51,21,18
40,21,19
7,21,20
68,21,21
41,21,22
195,21,23
0,21,24
228,21,25
148,21,26
0,21,27
127,21,28
122,21,29
247,21,30
212,21,31
0,21,32
106,21,33
95,21,34
73,21,35
61,21,36
11,21,37
122,21,38
0,21,39
44,21,40
240,21,41
218,21,42
232,21,43
0,21,44
28,21,45
169,21,46
0,21,47
4,21,48
37,21,49
232,21,50
0,21,51
6,21,52
110,21,53
78,21,54
23,21,55
123,21,56
135,21,57
39,21,58
147,21,59
146,21,60
40,22,1
153,22,2
0,22,3
211,22,4
185,22,5
82,22,6
163,22,7
0,22,8
143,22,9
0,22,10
190,22,11
0,22,12
0,22,13
114,22,14
137,22,15
83,22,16
239,22,17
94,22,18
150,22,19
142,22,20
161,22,21
132,22,22
74,22,23
0,22,24
67,22,25
220,22,26
0,22,27
132,22,28
0,22,29
174,22,30
205,22,31
76,22,32
0,22,33
0,22,34
0,22,35
77,22,36
197,22,37
168,22,38
0,22,39
49,22,40
0,22,41
208,22,42
0,22,43
234,22,44
0,22,45
227,22,46
237,22,47
0,22,48
235,22,49
106,22,50
0,22,51
52,22,52
0,22,53
117,22,54
21,22,55
27,22,56
214,22,57
117,22,58
0,22,59
213,22,60
0,23,1
242,23,2
220,23,3
150,23,4
232,23,5
65,23,6
60,23,7
59,23,8
180,23,9
205,23,10
0,23,11
52,23,12
87,23,13
27,23,14
115,23,15
0,23,16
250,23,17
0,23,18
102,23,19
171,23,20
148,23,21
22,23,22
207,23,23
199,23,24
178,23,25
30,23,26
0,23,27
0,23,28
131,23,29
244,23,30
173,23,31
98,23,32
115,23,33
111,23,34
222,23,35
52,23,36
0,23,37
46,23,38
201,23,39
114,23,40
141,23,41
0,23,42
194,23,43
0,23,44
75,23,45
113,23,46
0,23,47
130,23,48
173,23,49
96,23,50
33,23,51
107,23,52
174,23,53
135,23,54
231,23,55
234,23,56
61,23,57
0,23,58
0,23,59
167,23,60
0,24,1
179,24,2
102,24,3
0,24,4
146,24,5
0,24,6
12,24,7
23,24,8
123,24,9
209,24,10
169,24,11
86,24,12
132,24,13
57,24,14
89,24,15
0,24,16
86,24,17
79,24,18
210,24,19
217,24,20
30,24,21
33,24,22
175,24,23
68,24,24
15,24,25
201,24,26
25,24,27
0,24,28
0,24,29
175,24,30
211,24,31
105,24,32
157,24,33
108,24,34
0,24,35
0,24,36
0,24,37
144,24,38
28,24,39
0,24,40
0,24,41
207,24,42
241,24,43
54,24,44
125,24,45
162,24,46
138,24,47
0,24,48
185,24,49
0,24,50
129,24,51
227,24,52
243,24,53
0,24,54
25,24,55
0,24,56
0,24,57
38,24,58
241,24,59
0,24,60
109,25,1
246,25,2
177,25,3
0,25,4
94,25,5
210,25,6
201,25,7
61,25,8
152,25,9
171,25,10
105,25,11
187,25,12
0,25,13
210,25,14
93,25,15
60,25,16
207,25,17
97,25,18
53,25,19
1,25,20
39,25,21
173,25,22
110,25,23
64,25,24
185,25,25
170,25,26
86,25,27
0,25,28
77,25,29
0,25,30
134,25,31
171,25,32
0,25,33
0,25,34
149,25,35
35,25,36
5,25,37
0,25,38
0,25,39
203,25,40
226,25,41
187,25,42
177,25,43
226,25,44
27,25,45
223,25,46
19,25,47
0,25,48
21,25,49
0,25,50
117,25,51
249,25,52
38,25,53
116,25,54
107,25,55
135,25,56
0,25,57
49,25,58
185,25,59
25,25,60
